id_student,id_assessment,date_submitted,is_banked,score
318933,1752,16,0,70
319047,1752,26,0,77
321942,1752,17,0,82
324002,1752,19,0,85
324084,1752,16,0,58
324282,1752,18,0,38
331358,1752,18,0,84
332789,1752,18,0,69
333059,1752,19,0,72
333323,1752,19,0,77
334259,1752,19,0,57
334333,1752,18,0,36
335764,1752,19,0,86
336207,1752,17,0,71
339972,1752,16,0,68
341872,1752,58,0,64
342007,1752,20,0,75
342514,1752,12,0,68
342972,1752,14,0,62
343446,1752,19,0,74
344282,1752,18,0,61
345068,1752,19,0,70
345357,1752,16,0,75
346025,1752,19,0,85
350188,1752,19,0,75
357668,1752,19,0,49
364177,1752,15,0,64
365244,1752,19,0,64
365642,1752,15,0,68
366483,1752,18,0,88
368194,1752,19,0,54
368824,1752,18,0,61
368963,1752,20,0,58
376439,1752,19,0,86
376581,1752,18,0,86
380953,1752,17,0,73
383254,1752,18,0,74
386924,1752,26,0,59
386952,1752,19,0,67
388722,1752,21,0,65
388885,1752,19,0,51
390890,1752,19,0,75
392756,1752,19,0,53
392931,1752,29,0,65
393207,1752,18,0,68
396872,1752,19,0,63
398552,1752,17,0,54
401869,1752,19,0,55
402470,1752,16,0,80
404804,1752,18,0,52
405088,1752,19,0,85
414117,1752,18,0,81
415969,1752,20,0,67
420087,1752,20,0,80
429958,1752,19,0,59
441018,1752,18,0,54
441888,1752,20,0,74
442442,1752,19,0,39
444677,1752,19,0,91
470588,1752,19,0,86
489455,1752,15,0,74
495284,1752,18,0,73
498857,1752,19,0,77
508818,1752,19,0,73
512460,1752,19,0,59
544103,1752,18,0,82
550383,1752,19,0,77
564450,1752,18,0,64
568601,1752,19,0,85
572652,1752,19,0,71
580389,1752,19,0,75
588775,1752,18,0,85
591774,1752,19,0,88
603861,1752,19,0,61
606143,1752,19,0,78
704156,1752,18,0,67
705379,1752,19,0,81
721259,1752,22,0,?
749412,1752,16,0,83
760729,1752,18,0,80
905042,1752,17,0,64
949618,1752,18,0,63
958987,1752,18,0,78
968578,1752,27,0,62
969076,1752,18,0,82
971027,1752,19,0,76
978739,1752,18,0,59
1035023,1752,19,0,73
1105478,1752,19,0,90
1352868,1752,19,0,66
1401935,1752,26,0,45
1402638,1752,21,0,77
1414443,1752,50,0,58
1465690,1752,19,0,85
1472925,1752,30,0,61
1488959,1752,20,0,67
1518989,1752,19,0,78
1618738,1752,19,0,84
1620151,1752,19,0,85
1626710,1752,17,0,82
1640609,1752,16,0,83
1686521,1752,17,0,68
1729319,1752,19,0,80
1746134,1752,18,0,83
1758449,1752,18,0,65
1765788,1752,19,0,57
1801229,1752,19,0,79
1801641,1752,18,0,72
1847830,1752,18,0,83
1860318,1752,19,0,57
1889511,1752,22,0,72
1889577,1752,19,0,72
1894188,1752,14,0,76
1938355,1752,10,0,82
1942396,1752,19,0,50
1970390,1752,21,0,78
1976139,1752,17,0,75
2011876,1752,19,0,79
2012966,1752,19,0,75
2051699,1752,19,0,62
2062879,1752,18,0,56
2065691,1752,36,0,30
2073016,1752,23,0,60
2080474,1752,19,0,88
2083877,1752,19,0,72
2084066,1752,21,0,65
2104505,1752,18,0,80
2122180,1752,23,0,86
2139353,1752,23,0,65
2143752,1752,19,0,50
2146792,1752,19,0,68
2153153,1752,18,0,61
2155014,1752,22,0,76
2164705,1752,18,0,70
2171627,1752,15,0,71
2182846,1752,18,0,65
2194100,1752,17,0,64
2197016,1752,9,0,75
2208424,1752,16,0,73
2229865,1752,18,0,73
2255601,1752,19,0,71
2268379,1752,19,0,80
2278464,1752,18,0,60
2293923,1752,19,0,72
2312620,1752,26,0,11
2329342,1752,19,0,56
2339528,1752,25,0,76
2342426,1752,24,0,70
2344901,1752,19,0,67
2358056,1752,19,0,56
2358969,1752,19,0,68
2364471,1752,25,0,90
2367155,1752,19,0,63
2369266,1752,19,0,50
2376496,1752,19,0,64
2391984,1752,20,0,75
2411661,1752,18,0,55
2411778,1752,14,0,77
2412002,1752,20,0,86
2412967,1752,19,0,80
2429854,1752,24,0,51
2437837,1752,17,0,67
2449878,1752,22,0,66
2456480,1752,23,0,40
2457256,1752,19,0,60
2458355,1752,19,0,88
2460080,1752,18,0,85
2461190,1752,19,0,62
2479954,1752,19,0,77
2481901,1752,17,0,82
2482700,1752,17,0,63
2486127,1752,18,0,70
2498700,1752,22,0,74
2516503,1752,18,0,82
2518069,1752,17,0,74
2521459,1752,19,0,63
2523736,1752,26,0,58
2529279,1752,15,0,71
2532302,1752,18,0,69
2536991,1752,19,0,72
2550279,1752,19,0,62
2551220,1752,19,0,77
2552472,1752,33,0,62
2555340,1752,18,0,94
2557283,1752,18,0,75
2559575,1752,18,0,54
2562034,1752,19,0,70
2566163,1752,18,0,87
2566592,1752,17,0,86
2574528,1752,19,0,63
2574583,1752,19,0,66
2576122,1752,18,0,64
2578995,1752,15,0,75
2586560,1752,18,0,75
2594139,1752,20,0,87
2598871,1752,17,0,66
2599352,1752,23,0,80
2600688,1752,19,0,64
2606098,1752,15,0,70
2613116,1752,18,0,68
2617002,1752,26,0,67
2639449,1752,19,0,67
2639540,1752,26,0,76
2639641,1752,18,0,66
2641155,1752,19,0,78
2643002,1752,19,0,49
2645733,1752,19,0,87
2649826,1752,14,0,75
2650282,1752,19,0,83
2664024,1752,22,0,48
2666246,1752,19,0,76
2669816,1752,17,0,67
2671132,1752,18,0,59
2676809,1752,17,0,46
2678643,1752,19,0,83
2685865,1752,19,0,74
2688067,1752,19,0,70
2689958,1752,19,0,86
2691206,1752,19,0,86
2694424,1752,17,0,89
2698257,1752,22,0,58
704156,1753,56,0,68
705379,1753,53,0,83
749412,1753,51,0,61
760729,1753,52,0,80
905042,1753,53,0,73
949618,1753,53,0,63
958987,1753,54,0,78
968578,1753,54,0,77
969076,1753,53,0,62
971027,1753,53,0,68
978739,1753,54,0,58
1035023,1753,54,0,65
1105478,1753,54,0,85
1352868,1753,64,0,65
1401935,1753,61,0,25
1402638,1753,70,0,68
1414443,1753,106,0,60
1465690,1753,54,0,76
1472925,1753,53,0,54
1488959,1753,57,0,64
1518989,1753,54,0,77
1618738,1753,54,0,83
1626710,1753,53,0,85
1640609,1753,53,0,86
1729319,1753,54,0,78
1746134,1753,53,0,87
1758449,1753,54,0,57
1765788,1753,59,0,63
1801229,1753,61,0,76
1801641,1753,53,0,74
1847830,1753,53,0,60
1860318,1753,54,0,72
1889511,1753,54,0,69
1889577,1753,58,0,69
1894188,1753,51,0,67
1938355,1753,48,0,50
1942396,1753,62,0,50
1970390,1753,64,0,90
1976139,1753,53,0,76
2011876,1753,54,0,71
2012966,1753,53,0,76
2051699,1753,55,0,71
2062879,1753,54,0,55
2065691,1753,48,0,40
2073016,1753,54,0,53
2080474,1753,54,0,64
2083877,1753,61,0,64
2084066,1753,62,0,60
2104505,1753,54,0,69
2122180,1753,61,0,80
2139353,1753,59,0,62
2143752,1753,53,0,56
2146792,1753,54,0,60
2153153,1753,53,0,67
2155014,1753,62,0,64
2171627,1753,50,0,67
2182846,1753,51,0,63
2194100,1753,52,0,61
2197016,1753,51,0,75
2208424,1753,53,0,57
2229865,1753,53,0,76
2255601,1753,58,0,38
2268379,1753,61,0,79
2278464,1753,68,0,50
2293923,1753,54,0,59
2312620,1753,54,0,51
2329342,1753,69,0,54
2339528,1753,54,0,74
2342426,1753,54,0,67
2344901,1753,54,0,45
2358056,1753,54,0,60
2364471,1753,62,0,85
2367155,1753,58,0,85
2369266,1753,53,0,50
2376496,1753,54,0,72
2391984,1753,57,0,74
2411661,1753,53,0,57
2411778,1753,52,0,83
2412002,1753,67,0,72
2412967,1753,54,0,77
2437837,1753,53,0,77
2449878,1753,58,0,60
2456480,1753,54,0,34
2457256,1753,59,0,60
2458355,1753,54,0,86
2460080,1753,62,0,86
2461190,1753,56,0,50
2469673,1753,53,0,51
2470694,1753,55,0,67
2479954,1753,58,0,83
2481901,1753,53,0,72
2482700,1753,57,0,50
2486127,1753,52,0,67
2498700,1753,54,0,76
2516503,1753,54,0,75
2518069,1753,52,0,75
2521459,1753,62,0,50
2523736,1753,63,0,64
2529279,1753,49,0,80
2532302,1753,47,0,72
2536991,1753,54,0,72
2550279,1753,54,0,59
2551220,1753,62,0,54
2552472,1753,75,0,45
2555340,1753,52,0,75
2557283,1753,53,0,72
2559575,1753,53,0,64
2562034,1753,62,0,62
2566163,1753,53,0,55
2566592,1753,54,0,57
2574528,1753,54,0,72
2574583,1753,57,0,71
2578995,1753,54,0,84
2586560,1753,53,0,65
2594139,1753,64,0,73
2598871,1753,52,0,66
2599352,1753,54,0,75
2600688,1753,57,0,72
2606098,1753,53,0,70
2613116,1753,52,0,70
2617002,1753,60,0,53
2639449,1753,55,0,68
2639540,1753,54,0,78
2639641,1753,54,0,59
2641155,1753,53,0,81
2643002,1753,60,0,64
2645733,1753,54,0,81
2649826,1753,48,0,82
2650282,1753,55,0,84
2664024,1753,61,0,58
2666246,1753,53,0,76
2669816,1753,53,0,68
2671132,1753,54,0,69
2676809,1753,95,0,36
2678643,1753,55,0,80
2685865,1753,54,0,77
2688067,1753,54,0,62
2689958,1753,54,0,78
2691206,1753,54,0,85
2691244,1753,61,0,57
2694424,1753,53,0,74
2698257,1753,54,0,64
11391,1753,53,0,85
28400,1753,52,0,68
31604,1753,51,0,71
32885,1753,75,0,30
38053,1753,64,0,69
45462,1753,54,0,65
45642,1753,57,0,72
52130,1753,54,0,68
53025,1753,52,0,80
57506,1753,53,0,76
58873,1753,54,0,74
59185,1753,53,0,71
62155,1753,50,0,85
63400,1753,54,0,42
65002,1753,51,0,68
70464,1753,52,0,60
71361,1753,53,0,86
74372,1753,54,0,18
75091,1753,52,0,66
77367,1753,54,0,76
91265,1753,64,0,74
98094,1753,49,0,59
100893,1753,50,0,68
101781,1753,52,0,64
102806,1753,54,0,86
102952,1753,52,0,70
104476,1753,62,0,78
106247,1753,64,0,66
106577,1753,54,0,51
110175,1753,55,0,61
113295,1753,61,0,77
114017,1753,53,0,76
114999,1753,52,0,79
116541,1753,75,0,66
116692,1753,47,0,77
118983,1753,54,0,63
123044,1753,54,0,72
127582,1753,61,0,66
129955,1753,54,0,82
132976,1753,53,0,65
134143,1753,53,0,83
135400,1753,49,0,51
137873,1753,54,0,81
141355,1753,54,0,74
142326,1753,65,0,76
144801,1753,56,0,64
145130,1753,54,0,37
146188,1753,61,0,53
147756,1753,53,0,72
148993,1753,63,0,70
151358,1753,52,0,48
155550,1753,54,0,66
155854,1753,53,0,79
155984,1753,90,0,75
157568,1753,66,0,81
159954,1753,61,0,68
164259,1753,53,0,58
167906,1753,54,0,58
168936,1753,54,0,79
172112,1753,68,0,67
172797,1753,53,0,54
174782,1753,52,0,79
175392,1753,53,0,74
175932,1753,57,0,73
175991,1753,116,0,28
180753,1753,53,0,59
183096,1753,57,0,53
183947,1753,54,0,33
184271,1753,53,0,62
186149,1753,68,0,81
187100,1753,52,0,90
189879,1753,60,0,85
192183,1753,58,0,66
200860,1753,53,0,58
202635,1753,63,0,70
205350,1753,54,0,59
205719,1753,58,0,63
227499,1753,53,0,83
227517,1753,54,0,67
228082,1753,54,0,68
228222,1753,61,0,45
229179,1753,54,0,68
229361,1753,53,0,76
231554,1753,54,0,62
236284,1753,54,0,84
238007,1753,54,0,73
240712,1753,54,0,81
240884,1753,53,0,54
241649,1753,42,0,66
241729,1753,64,0,55
242793,1753,53,0,75
246834,1753,54,0,56
248270,1753,61,0,79
255548,1753,61,0,75
256815,1753,54,0,75
258392,1753,60,0,57
258894,1753,67,0,65
260355,1753,59,0,60
262011,1753,54,0,79
262934,1753,53,0,80
268073,1753,50,0,78
271251,1753,54,0,62
277880,1753,72,0,65
279572,1753,54,0,82
281022,1753,58,0,72
281250,1753,52,0,57
282821,1753,63,0,53
286488,1753,54,0,73
287548,1753,53,0,70
290201,1753,61,0,69
290757,1753,53,0,74
291334,1753,60,0,84
293699,1753,54,0,55
294570,1753,50,0,82
294594,1753,53,0,53
295741,1753,53,0,52
296332,1753,52,0,95
298696,1753,68,0,70
300398,1753,48,0,80
302302,1753,59,0,59
305386,1753,54,0,76
306107,1753,54,0,46
306466,1753,53,0,78
306897,1753,50,0,73
307061,1753,54,0,76
307866,1753,54,0,52
311917,1753,51,0,46
312537,1753,54,0,90
312782,1753,53,0,54
318933,1753,53,0,63
319047,1753,54,0,75
321942,1753,53,0,80
324002,1753,53,0,69
324084,1753,59,0,35
324282,1753,53,0,58
332789,1753,54,0,77
333059,1753,54,0,70
333323,1753,54,0,78
335764,1753,59,0,87
336207,1753,51,0,67
339972,1753,52,0,44
341872,1753,92,0,64
342514,1753,51,0,74
342972,1753,58,0,57
343446,1753,59,0,77
344282,1753,53,0,53
345068,1753,61,0,75
345357,1753,53,0,70
346025,1753,52,0,75
350188,1753,54,0,75
357668,1753,54,0,63
364177,1753,53,0,65
365244,1753,54,0,53
365642,1753,53,0,63
366483,1753,52,0,70
368194,1753,69,0,49
368824,1753,53,0,68
368963,1753,53,0,59
376439,1753,54,0,77
376581,1753,61,0,60
380953,1753,53,0,58
383254,1753,51,0,69
386924,1753,53,0,65
386952,1753,57,0,63
388722,1753,53,0,54
388885,1753,54,0,75
390890,1753,57,0,80
392756,1753,54,0,25
392931,1753,54,0,63
393207,1753,53,0,74
396872,1753,54,0,62
398552,1753,54,0,49
401869,1753,54,0,62
402470,1753,53,0,74
404804,1753,50,0,45
405088,1753,54,0,72
414117,1753,54,0,72
415969,1753,60,0,52
420087,1753,55,0,76
429958,1753,54,0,56
441018,1753,53,0,60
441888,1753,53,0,64
442442,1753,54,0,42
444677,1753,54,0,89
489455,1753,51,0,68
495284,1753,53,0,59
498857,1753,54,0,68
508818,1753,54,0,78
512460,1753,51,0,78
544103,1753,53,0,80
550383,1753,54,0,41
564450,1753,53,0,53
568601,1753,60,0,78
572652,1753,54,0,73
580389,1753,54,0,75
581129,1753,54,0,15
588775,1753,52,0,81
591774,1753,54,0,75
603861,1753,59,0,56
606143,1753,54,0,54
564450,1754,114,0,64
572652,1754,146,0,78
580389,1754,117,0,72
581129,1754,117,0,65
588775,1754,116,0,81
591774,1754,117,0,80
603861,1754,117,0,58
704156,1754,117,0,69
705379,1754,115,0,82
749412,1754,112,0,73
760729,1754,115,0,81
905042,1754,116,0,85
949618,1754,116,0,63
958987,1754,116,0,75
968578,1754,120,0,73
969076,1754,117,0,59
971027,1754,116,0,73
978739,1754,117,0,50
1035023,1754,116,0,72
1105478,1754,120,0,80
1402638,1754,120,0,76
1465690,1754,116,0,85
1472925,1754,124,0,64
1488959,1754,117,0,63
1518989,1754,117,0,70
1618738,1754,115,0,81
1620151,1754,121,0,70
1626710,1754,115,0,86
1640609,1754,116,0,85
1729319,1754,117,0,78
1746134,1754,106,0,81
1765788,1754,117,0,67
1801229,1754,117,0,73
1801641,1754,116,0,80
1847830,1754,116,0,75
1860318,1754,117,0,62
1889511,1754,124,0,77
1889577,1754,117,0,84
1894188,1754,111,0,70
1938355,1754,110,0,85
1942396,1754,117,0,40
1970390,1754,122,0,90
1976139,1754,116,0,78
2011876,1754,117,0,78
2012966,1754,116,0,78
2051699,1754,117,0,64
2062879,1754,116,0,65
2065691,1754,85,0,37
2073016,1754,139,0,68
2080474,1754,116,0,72
2083877,1754,123,0,68
2084066,1754,130,0,62
2104505,1754,117,0,49
2122180,1754,117,0,82
2139353,1754,121,0,71
2143752,1754,116,0,52
2146792,1754,117,0,78
2153153,1754,116,0,71
2155014,1754,114,0,73
2171627,1754,113,0,72
2182846,1754,114,0,64
2194100,1754,116,0,66
2197016,1754,114,0,76
2208424,1754,116,0,81
2229865,1754,116,0,75
2268379,1754,117,0,83
2278464,1754,116,0,58
2293923,1754,123,0,52
2312620,1754,120,0,34
2329342,1754,124,0,60
2339528,1754,117,0,84
2342426,1754,117,0,71
2344901,1754,130,0,35
2358056,1754,117,0,79
2364471,1754,118,0,85
2367155,1754,117,0,80
2369266,1754,116,0,40
2376496,1754,116,0,70
2391984,1754,118,0,75
2411661,1754,122,0,40
2412002,1754,135,0,81
2412967,1754,117,0,80
2437837,1754,116,0,69
2449878,1754,122,0,57
2456480,1754,123,0,0
2457256,1754,118,0,85
2458355,1754,117,0,95
2460080,1754,117,0,77
2469673,1754,116,0,52
2479954,1754,117,0,82
2481901,1754,116,0,83
2482700,1754,117,0,52
2486127,1754,106,0,76
2498700,1754,117,0,77
2516503,1754,117,0,82
2518069,1754,118,0,80
2521459,1754,117,0,54
2523736,1754,127,0,62
2529279,1754,116,0,75
2532302,1754,78,0,64
2536991,1754,120,0,80
2550279,1754,124,0,62
2551220,1754,117,0,67
2555340,1754,116,0,70
2557283,1754,116,0,88
2559575,1754,115,0,85
2562034,1754,117,0,60
2566163,1754,117,0,65
2566592,1754,115,0,60
2574528,1754,112,0,78
2574583,1754,124,0,75
2578995,1754,117,0,81
2586560,1754,115,0,84
2594139,1754,134,0,79
2598871,1754,116,0,78
2599352,1754,121,0,77
2600688,1754,115,0,72
2606098,1754,121,0,71
2613116,1754,116,0,85
2617002,1754,117,0,67
2639449,1754,123,0,49
2639540,1754,117,0,80
2639641,1754,108,0,58
2641155,1754,116,0,79
2643002,1754,126,0,59
2645733,1754,115,0,83
2649826,1754,107,0,85
2650282,1754,117,0,85
2664024,1754,117,0,64
2666246,1754,116,0,74
2669816,1754,115,0,66
2671132,1754,116,0,78
2676809,1754,117,0,48
2678643,1754,118,0,66
2685865,1754,117,0,83
2688067,1754,117,0,63
2689958,1754,117,0,80
2691206,1754,117,0,78
2691244,1754,114,0,60
2694424,1754,116,0,80
2698257,1754,124,0,76
11391,1754,115,0,80
28400,1754,121,0,70
31604,1754,115,0,74
32885,1754,124,0,63
38053,1754,117,0,74
45462,1754,117,0,62
45642,1754,116,0,72
52130,1754,117,0,75
53025,1754,114,0,78
57506,1754,116,0,78
58873,1754,119,0,68
59185,1754,117,0,78
62155,1754,114,0,75
63400,1754,117,0,78
70464,1754,115,0,60
71361,1754,117,0,82
74372,1754,120,0,67
75091,1754,116,0,67
77367,1754,115,0,72
91265,1754,122,0,75
98094,1754,106,0,59
100893,1754,116,0,71
101781,1754,116,0,75
102806,1754,117,0,86
102952,1754,117,0,83
104476,1754,117,0,80
106247,1754,115,0,47
106577,1754,117,0,56
110175,1754,116,0,68
111717,1754,117,0,80
113295,1754,113,0,77
114017,1754,116,0,74
114999,1754,123,0,77
116541,1754,131,0,60
116692,1754,114,0,72
118983,1754,117,0,65
123044,1754,117,0,72
127582,1754,117,0,71
129955,1754,127,0,76
132976,1754,116,0,75
134143,1754,116,0,85
137873,1754,117,0,83
141355,1754,117,0,70
142326,1754,117,0,74
144801,1754,117,0,65
145130,1754,127,0,49
146188,1754,117,0,62
147756,1754,123,0,75
148993,1754,122,0,78
151358,1754,108,0,45
155550,1754,117,0,68
155854,1754,116,0,79
157568,1754,138,0,74
164259,1754,116,0,78
167906,1754,124,0,82
168936,1754,117,0,62
172112,1754,124,0,74
172797,1754,119,0,67
174782,1754,115,0,77
175392,1754,116,0,82
175932,1754,119,0,78
175991,1754,116,0,42
180753,1754,113,0,44
183096,1754,117,0,51
183947,1754,118,0,48
184271,1754,117,0,65
186149,1754,127,0,78
187100,1754,115,0,88
189879,1754,114,0,83
192183,1754,116,0,68
195262,1754,118,0,50
200860,1754,114,0,59
202635,1754,131,0,62
205350,1754,117,0,87
205719,1754,124,0,40
227499,1754,116,0,84
227517,1754,116,0,66
228082,1754,117,0,77
228222,1754,131,0,67
229179,1754,115,0,70
229361,1754,116,0,75
231554,1754,118,0,63
236284,1754,117,0,83
238007,1754,117,0,68
240712,1754,117,0,80
240884,1754,115,0,56
241649,1754,115,0,80
241729,1754,114,0,62
242793,1754,116,0,77
246834,1754,117,0,58
248270,1754,116,0,74
255548,1754,119,0,84
256815,1754,123,0,79
258392,1754,117,0,64
258894,1754,117,0,75
260355,1754,127,0,?
262011,1754,117,0,70
262934,1754,116,0,75
268073,1754,113,0,83
268733,1754,118,0,35
271251,1754,117,0,72
277880,1754,119,0,68
279572,1754,110,0,73
281022,1754,117,0,74
281250,1754,116,0,65
282821,1754,127,0,72
286488,1754,118,0,77
287548,1754,116,0,60
290201,1754,117,0,75
290757,1754,116,0,76
291334,1754,116,0,85
293699,1754,125,0,53
294570,1754,114,0,78
294594,1754,116,0,54
295741,1754,115,0,52
296332,1754,114,0,94
298696,1754,117,0,85
300398,1754,100,0,79
302302,1754,117,0,59
305386,1754,117,0,83
306107,1754,116,0,62
306466,1754,116,0,88
306897,1754,116,0,74
307061,1754,117,0,83
307866,1754,117,0,73
311917,1754,114,0,61
312537,1754,114,0,88
312782,1754,116,0,60
318933,1754,102,0,62
319047,1754,117,0,81
321942,1754,116,0,80
324002,1754,117,0,80
324084,1754,114,0,66
324282,1754,117,0,64
332789,1754,117,0,72
333059,1754,117,0,73
333323,1754,117,0,71
334259,1754,118,0,49
335764,1754,117,0,86
336207,1754,115,0,65
339972,1754,115,0,52
341872,1754,114,0,63
342514,1754,107,0,79
342972,1754,112,0,53
343446,1754,117,0,78
344282,1754,116,0,47
345068,1754,117,0,80
345357,1754,111,0,81
346025,1754,117,0,82
350188,1754,117,0,76
357668,1754,117,0,59
364177,1754,117,0,75
365244,1754,117,0,59
365642,1754,115,0,77
366483,1754,114,0,82
368194,1754,117,0,58
368824,1754,116,0,68
368963,1754,94,0,73
376439,1754,133,0,89
376581,1754,116,0,62
380953,1754,115,0,68
383254,1754,116,0,85
386924,1754,117,0,80
386952,1754,116,0,71
388722,1754,128,0,70
388885,1754,116,0,54
390890,1754,118,0,54
392756,1754,117,0,55
392931,1754,127,0,75
393207,1754,116,0,75
396872,1754,125,0,68
398552,1754,117,0,47
401869,1754,125,0,65
402470,1754,114,0,80
404804,1754,107,0,52
405088,1754,124,0,71
414117,1754,124,0,70
415969,1754,124,0,60
420087,1754,124,0,72
429958,1754,117,0,59
441018,1754,116,0,54
441888,1754,117,0,70
444677,1754,117,0,85
489455,1754,113,0,69
495284,1754,116,0,68
498857,1754,117,0,72
508818,1754,117,0,81
512460,1754,113,0,83
544103,1754,117,0,80
550383,1754,117,0,76
11391,1755,164,0,85
28400,1755,164,0,64
31604,1755,165,0,88
32885,1755,181,0,35
38053,1755,166,0,50
45462,1755,166,0,75
45642,1755,166,0,73
52130,1755,173,0,72
53025,1755,161,0,80
57506,1755,166,0,80
58873,1755,166,0,73
59185,1755,166,0,88
62155,1755,164,0,70
63400,1755,166,0,76
70464,1755,164,0,61
71361,1755,165,0,77
74372,1755,166,0,49
75091,1755,170,0,65
77367,1755,173,0,67
91265,1755,170,0,73
98094,1755,157,0,61
100893,1755,171,0,74
101781,1755,165,0,66
102806,1755,166,0,78
102952,1755,166,0,73
104476,1755,166,0,77
106577,1755,173,0,38
110175,1755,165,0,53
113295,1755,173,0,75
114017,1755,165,0,72
114999,1755,171,0,80
116541,1755,173,0,60
116692,1755,163,0,78
118983,1755,166,0,63
123044,1755,166,0,70
127582,1755,173,0,75
132976,1755,165,0,72
134143,1755,165,0,86
137873,1755,161,0,78
141355,1755,173,0,71
142326,1755,165,0,71
144801,1755,166,0,75
145130,1755,177,0,48
146188,1755,183,0,43
147756,1755,172,0,71
151358,1755,164,0,53
155550,1755,170,0,61
155854,1755,165,0,81
157568,1755,181,0,60
164259,1755,168,0,73
167906,1755,173,0,72
168936,1755,166,0,54
172112,1755,180,0,72
172797,1755,172,0,66
174782,1755,164,0,83
175392,1755,164,0,93
175932,1755,165,0,82
175991,1755,166,0,32
180753,1755,164,0,59
183096,1755,166,0,52
183947,1755,170,0,54
184271,1755,158,0,53
186149,1755,171,0,55
187100,1755,164,0,90
189879,1755,166,0,83
192183,1755,165,0,75
200860,1755,159,0,53
205350,1755,166,0,65
227499,1755,163,0,84
227517,1755,165,0,63
228082,1755,166,0,77
228222,1755,179,0,66
229179,1755,165,0,73
229361,1755,165,0,82
236284,1755,166,0,78
238007,1755,166,0,86
240712,1755,166,0,70
240884,1755,165,0,54
241649,1755,153,0,78
241729,1755,165,0,64
242793,1755,166,0,85
246834,1755,166,0,52
248270,1755,175,0,80
255548,1755,177,0,60
256815,1755,170,0,79
258392,1755,173,0,54
258894,1755,169,0,72
262011,1755,180,0,75
262934,1755,165,0,72
268073,1755,165,0,75
271251,1755,166,0,83
279572,1755,164,0,79
281022,1755,170,0,77
281250,1755,165,0,40
282821,1755,176,0,74
286488,1755,172,0,70
287548,1755,165,0,70
290201,1755,166,0,58
